,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,Rating
16482,0,1,0,Full-time,,,Financial Services,,0,5
16483,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
16484,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Internet,Design,0,9
16485,0,1,1,Other,Not Applicable,,,,0,18
16486,1,0,1,Part-time,Internship,Unspecified,Design,Design,0,10
16487,0,1,0,Full-time,Executive,Master's Degree,Telecommunications,Management,0,11
16488,0,1,0,Full-time,Associate,Certification,Utilities,Management,0,20
16489,0,1,0,,,,,,0,12
16490,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Marketing,0,10
16491,0,1,0,Full-time,Associate,,Computer Software,,0,6
16492,0,1,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Information Technology,0,5
16493,0,0,0,Full-time,,,Information Technology and Services,,0,11
16494,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0,12
16495,0,1,1,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0,14
16496,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Other,0,10
16497,0,1,0,Full-time,Entry level,,Financial Services,,0,12
16498,0,1,1,Full-time,Entry level,Bachelor's Degree,Aviation & Aerospace,Engineering,0,7
16499,0,1,0,Full-time,,,Marketing and Advertising,Marketing,0,5
16500,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0,12
16501,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,16
16502,0,1,0,,,,,,0,6
16503,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Games,Human Resources,0,8
16504,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Games,Purchasing,0,10
16505,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,13
16506,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0,11
16507,0,1,1,,,,,,0,13
16508,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Pharmaceuticals,Health Care Provider,0,10
16509,0,1,1,,,,,,0,8
16510,0,1,0,Full-time,,,,,0,11
16511,0,0,0,Full-time,,,Construction,,0,9
16512,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Sales,0,12
16513,0,1,1,Temporary,Internship,Unspecified,Internet,Design,0,14
16514,0,1,1,Full-time,Mid-Senior level,,Financial Services,Marketing,0,13
16515,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,8
16516,0,1,0,Full-time,Director,Unspecified,Financial Services,Management,0,10
16517,0,1,0,Full-time,Not Applicable,Unspecified,Computer Software,,0,9
16518,0,1,0,Full-time,Mid-Senior level,,Computer Software,Information Technology,0,10
16519,0,1,0,Other,Internship,,Internet,Marketing,0,14
16520,0,1,0,Full-time,Entry level,,Financial Services,,0,11
16521,0,0,0,Full-time,Not Applicable,Bachelor's Degree,Computer Games,Engineering,0,9
16522,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,10
16523,0,1,0,,,,,,0,12
16524,0,1,1,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0,13
16525,0,1,1,Full-time,,,,Education,0,11
16526,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,11
16527,0,1,0,Full-time,Entry level,,,,0,11
16528,0,0,0,,,,,,0,13
16529,0,1,0,Full-time,Mid-Senior level,,Financial Services,,0,12
16530,0,1,0,Full-time,,,Real Estate,Research,0,11
16531,0,1,0,Full-time,,,Financial Services,,0,7
16532,0,1,0,Full-time,,,Financial Services,,0,7
16533,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0,6
16534,0,1,0,Full-time,,Unspecified,Financial Services,Management,0,10
16535,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0,15
16536,0,1,0,Full-time,,,Financial Services,,0,10
16537,0,1,0,Full-time,,Unspecified,Financial Services,Management,0,10
16538,0,1,0,Full-time,,,Financial Services,,0,11
16539,0,1,0,Full-time,,,Financial Services,,0,5
16540,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0,15
16541,0,1,0,Full-time,,,Accounting,,0,12
16542,0,1,0,Full-time,,,Financial Services,,0,12
16543,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0,6
16544,0,1,0,Full-time,,,Real Estate,,0,7
16545,0,1,0,Full-time,,,Financial Services,,0,7
16546,0,1,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0,10
16547,0,1,0,Full-time,,,Real Estate,,0,12
16548,0,1,0,Full-time,,,Real Estate,,0,3
16549,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0,13
16550,0,1,0,Full-time,,,Real Estate,,0,7
16551,0,1,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0,10
16552,0,0,0,,,,,,1,10
16553,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0,13
16554,1,1,1,Other,Associate,High School or equivalent,Real Estate,Sales,0,13
16555,0,1,0,,,,,,0,12
16556,0,0,1,,,,,,0,14
16557,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Sales,0,11
16558,0,1,0,Full-time,,,Consumer Services,Customer Service,0,17
16559,0,1,1,,,,,,0,11
16560,0,0,0,,,,,,0,10
16561,1,0,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Sales,0,7
16562,0,0,1,Full-time,,,,,0,9
16563,0,1,0,,,,,Marketing,0,15
16564,0,1,1,,,,,,0,6
16565,0,1,0,Full-time,,,,,0,1
16566,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16567,0,1,0,Full-time,,,,,0,3
16568,0,1,0,,,,,,0,13
16569,0,1,1,,,,,,0,9
16570,0,0,1,Full-time,Not Applicable,,,Manufacturing,0,12
16571,0,1,1,Full-time,,Bachelor's Degree,Insurance,Sales,0,13
16572,0,0,0,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0,16
16573,0,1,0,,,,,,0,15
16574,0,1,0,Contract,Associate,Bachelor's Degree,Hospital & Health Care,Consulting,0,9
16575,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,6
16576,0,0,1,,,,,,0,10
16577,0,0,0,,,,,,0,12
16578,0,0,0,,,,,,0,9
16579,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0,6
16580,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,4
16581,0,1,0,Full-time,,,,,0,6
16582,0,1,0,Full-time,,,,,0,12
16583,0,0,1,,,,,,0,9
16584,0,0,1,,,,,,0,16
16585,0,0,0,,,,,,0,0
16586,0,0,1,Full-time,,,Financial Services,Engineering,0,8
16587,1,0,0,,,,,,0,16
16588,0,0,1,Full-time,Mid-Senior level,High School or equivalent,Chemicals,Customer Service,0,6
16589,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Administrative,0,21
16590,0,1,0,,,,,Customer Service,0,16
16591,0,1,0,Full-time,,,Retail,Sales,0,18
16592,0,1,0,Full-time,,,,,0,13
16593,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0,15
16594,0,1,0,,,,,Marketing,0,14
16595,0,1,0,,,,Consumer Services,Customer Service,0,17
16596,0,1,0,,,,Consumer Services,Customer Service,0,17
16597,0,1,0,Full-time,,,Human Resources,,0,13
16598,0,1,1,,,,Consumer Services,Customer Service,0,13
16599,0,1,1,,,,,Sales,0,13
16600,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16601,0,1,0,,,,Consumer Services,Customer Service,0,17
16602,0,1,0,Full-time,,,Human Resources,,0,13
16603,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16604,0,1,1,Full-time,Associate,Unspecified,Insurance,,0,12
16605,0,0,0,Full-time,Mid-Senior level,,Computer Software,,0,6
16606,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0,5
16607,0,1,0,Full-time,,,Information Technology and Services,,0,8
16608,0,1,1,,,,,Customer Service,0,12
16609,0,1,0,Full-time,,High School or equivalent,,Customer Service,0,12
16610,0,1,0,Full-time,,,,Customer Service,0,14
16611,0,1,0,,,,,Customer Service,0,14
16612,0,1,1,,,,,Customer Service,0,12
16613,0,1,0,Full-time,,,,Customer Service,0,14
16614,0,1,0,,,,,Marketing,0,15
16615,0,1,0,,,,,Customer Service,0,14
16616,0,1,0,Full-time,Mid-Senior level,,Aviation & Aerospace,Information Technology,0,7
16617,0,1,1,,,,,Customer Service,0,12
16618,0,1,1,Full-time,Not Applicable,High School or equivalent,Consumer Services,Customer Service,0,13
16619,0,1,0,Full-time,,,,Customer Service,0,14
16620,0,1,0,,,,,Marketing,0,15
16621,0,1,0,,,,,Marketing,0,15
16622,0,1,0,,,,,Customer Service,0,14
16623,0,1,1,,,,,Customer Service,0,12
16624,0,1,0,,,,,Customer Service,0,14
16625,1,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,9
16626,0,0,0,,,,,,0,8
16627,0,0,0,,,,,,0,9
16628,0,0,0,,,,,,0,9
16629,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16630,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0,16
16631,0,1,1,,,,,,0,8
16632,0,1,0,,,,,,0,14
16633,0,1,1,Full-time,,,Internet,Art/Creative,0,9
16634,0,1,1,,,,,,0,12
16635,0,1,0,,,,,,0,13
16636,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0,16
16637,1,0,0,Full-time,Entry level,Master's Degree,Information Technology and Services,Marketing,0,9
16638,0,1,1,,,,,,0,10
16639,0,1,1,,,,,,0,10
16640,0,1,1,,,,,,0,9
16641,0,0,0,,,,,,0,11
16642,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Sales,0,10
16643,0,0,1,Part-time,Entry level,,,,0,9
16644,1,1,0,Part-time,Entry level,,Staffing and Recruiting,Business Development,0,10
16645,0,1,0,,,,,,0,14
16646,1,1,1,Full-time,Not Applicable,Unspecified,Farming,Other,0,16
16647,0,0,0,Full-time,Mid-Senior level,Professional,Computer Software,Information Technology,0,5
16648,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Administrative,0,21
16649,0,1,1,,,,,,0,9
16650,0,1,1,,,,,,0,7
16651,0,1,0,,,,,,0,6
16652,0,1,1,Part-time,Entry level,Bachelor's Degree,Translation and Localization,,0,9
16653,0,0,0,Contract,,,,,0,8
16654,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,,0,14
16655,0,1,1,Part-time,Associate,Bachelor's Degree,Translation and Localization,,0,6
16656,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,7
16657,1,0,0,,,,,,0,14
16658,1,0,0,,,,,,0,11
16659,0,1,1,,,,,,0,8
16660,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16661,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16662,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16663,1,0,0,,,,,,0,15
16664,0,1,1,,,,,,0,10
16665,0,1,0,,,,,,0,6
16666,0,0,0,,,,,,0,5
16667,0,0,0,,,,,,0,10
16668,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,27
16669,0,1,1,,,,,,0,11
16670,0,0,1,Full-time,Mid-Senior level,Certification,Environmental Services,Engineering,0,5
16671,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,13
16672,0,1,0,Full-time,Entry level,Bachelor's Degree,Accounting,Accounting/Auditing,0,9
16673,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,7
16674,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16675,0,1,0,,,,Consumer Services,Customer Service,0,17
16676,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16677,0,1,1,,,,,,0,9
16678,0,1,1,,,,,,0,12
16679,0,1,1,,,,,,0,11
16680,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Information Technology,0,6
16681,1,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,10
16682,1,1,1,Full-time,,,Information Technology and Services,Sales,0,11
16683,0,1,1,,,,,,0,10
16684,0,1,1,,,,,,0,10
16685,0,1,0,,,,,,0,12
16686,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0,7
16687,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0,8
16688,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,,0,6
16689,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Human Resources,0,12
16690,0,1,0,,,,,,0,13
16691,0,1,1,Full-time,Mid-Senior level,,,Engineering,0,9
16692,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,7
16693,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,16
16694,0,0,1,,,,,,0,10
16695,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,7
16696,0,0,0,Full-time,Mid-Senior level,High School or equivalent,Logistics and Supply Chain,Sales,0,14
16697,0,0,0,,,,,,0,7
16698,0,1,1,,,,,,0,8
16699,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16700,0,0,1,,,,,,0,4
16701,0,1,1,Full-time,Mid-Senior level,,Design,Design,0,6
16702,0,1,1,,,,,Sales,0,13
16703,0,1,0,,,,,,0,11
16704,0,1,1,,,,,,0,8
16705,0,1,1,,,,,,0,11
16706,0,1,1,,,,,,0,8
16707,0,0,1,Full-time,Internship,Bachelor's Degree,Internet,Accounting/Auditing,0,12
16708,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,16
16709,1,0,0,Full-time,Associate,Master's Degree,Computer Software,Information Technology,0,12
16710,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,4
16711,0,1,1,,,,,,0,10
16712,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16713,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,16
16714,0,1,1,,,,,,0,12
16715,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,7
16716,0,0,1,Full-time,,,,,0,7
16717,0,1,1,,,,,,0,9
16718,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0,14
16719,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0,14
16720,0,1,0,,,,Insurance,,0,15
16721,0,1,1,,,,,,0,10
16722,0,0,0,,,,,,0,8
16723,0,1,1,Full-time,Associate,Bachelor's Degree,Writing and Editing,Writing/Editing,0,7
16724,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,7
16725,0,1,0,Full-time,Associate,,,,0,3
16726,0,0,0,Full-time,Associate,,Retail,Sales,0,18
16727,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,16
16728,0,0,1,,,,,,0,6
16729,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,16
16730,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,16
16731,0,1,1,Full-time,,,,,0,11
16732,0,1,1,Full-time,Mid-Senior level,,,Design,0,11
16733,0,1,1,Full-time,Associate,,Computer Software,,0,9
16734,0,1,0,,,,,,0,9
16735,0,1,1,Full-time,Not Applicable,Unspecified,Financial Services,Engineering,0,14
16736,0,1,1,Full-time,,,Education Management,,0,1
16737,0,1,1,,,,,,0,4
16738,0,1,0,,,,,,0,11
16739,0,1,0,Full-time,Entry level,High School or equivalent,Outsourcing/Offshoring,Customer Service,0,12
16740,0,1,1,,,,,,0,9
16741,0,0,1,Part-time,Entry level,Unspecified,Marketing and Advertising,Advertising,0,14
16742,0,1,0,,,,,,0,5
16743,0,0,0,,,,,,0,10
16744,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,16
16745,0,0,1,Full-time,Associate,Bachelor's Degree,Real Estate,Administrative,0,12
16746,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0,12
16747,0,1,1,Part-time,Entry level,High School or equivalent,"Health, Wellness and Fitness",Other,0,12
16748,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0,16
16749,0,1,0,Full-time,,,,Customer Service,0,14
16750,0,0,0,,,,,,0,11
16751,0,0,0,,,,,,0,8
16752,0,1,1,,,,,Customer Service,0,11
16753,0,0,0,,,,,,0,10
16754,0,1,1,Part-time,Entry level,Bachelor's Degree,Translation and Localization,,0,12
16755,0,1,1,Other,Internship,Bachelor's Degree,Design,Design,0,9
16756,0,0,1,,,,,,0,14
16757,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0,6
16758,0,1,1,,,,,,0,11
16759,0,0,1,,,,,,0,10
16760,0,1,1,,,,,Customer Service,0,11
16761,0,1,1,,,,,Customer Service,0,11
16762,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Marketing,0,12
16763,0,1,0,,,,,Customer Service,0,17
16764,0,1,0,Full-time,,,,Customer Service,0,17
16765,0,1,1,Full-time,Entry level,Associate Degree,Construction,Accounting/Auditing,0,11
16766,0,1,1,Full-time,,,Computer Software,Engineering,0,10
16767,0,1,1,Full-time,,,,,0,11
16768,0,1,1,,,,,,0,8
16769,0,1,1,,,,,,0,12
16770,0,1,1,,,,,,0,11
16771,0,1,1,Full-time,Executive,Bachelor's Degree,Computer Software,Marketing,0,13
16772,0,1,1,,,,,,0,8
16773,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,6
16774,0,0,1,,,,,,0,7
16775,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Human Resources,0,11
16776,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,6
16777,0,0,1,,,,,,0,9
16778,0,1,0,,,,,,0,8
16779,0,1,1,,,,,,0,12
16780,0,1,1,,,,,,0,10
16781,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,27
16782,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Legal Services,Information Technology,0,12
16783,0,1,0,,,,,,0,10
16784,0,1,0,,,,,,0,12
16785,0,0,1,,,Bachelor's Degree,,Accounting/Auditing,0,8
16786,0,0,0,Other,,,Retail,Sales,0,17
16787,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0,11
16788,0,1,0,,,,,,0,20
16789,0,0,1,,,,,Administrative,0,16
16790,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Writing/Editing,0,5
16791,0,1,1,,,,,,0,9
16792,0,1,1,Full-time,Mid-Senior level,,Computer Games,,0,5
16793,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Publishing,Information Technology,0,5
16794,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0,6
16795,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16796,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16797,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,23
16798,0,1,1,Full-time,,,,Customer Service,0,14
16799,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Chemicals,Accounting/Auditing,0,12
16800,0,1,0,,,,,Customer Service,0,16
16801,0,1,1,Full-time,Entry level,High School or equivalent,Construction,,0,11
16802,0,1,0,Contract,Associate,Bachelor's Degree,Biotechnology,Accounting/Auditing,1,6
16803,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0,12
16804,0,1,0,Full-time,,,Consumer Services,Customer Service,0,10
16805,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0,16
16806,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0,11
16807,0,1,0,Full-time,Mid-Senior level,Vocational,Apparel & Fashion,Manufacturing,0,5
16808,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0,8
16809,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,General Business,0,12
16810,0,0,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,6
16811,0,1,0,Full-time,Entry level,Unspecified,Marketing and Advertising,Sales,0,16
16812,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0,8
16813,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0,8
16814,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16815,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16816,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16817,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16818,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16819,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16820,1,1,1,Contract,Mid-Senior level,Unspecified,Internet,Information Technology,0,9
16821,0,0,1,Full-time,Associate,Bachelor's Degree,Computer Software,Administrative,0,8
16822,0,0,0,,,,,,0,8
16823,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0,16
16824,0,1,0,Full-time,,,,,0,4
16825,1,1,1,Full-time,Mid-Senior level,,Computer Software,,0,8
16826,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0,9
16827,0,1,1,Full-time,Mid-Senior level,,Online Media,Information Technology,0,11
16828,0,1,0,Full-time,,,,,0,13
16829,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
16830,0,1,1,,,,,Customer Service,0,11
16831,0,1,0,Other,Not Applicable,High School or equivalent,Construction,Customer Service,0,14
16832,0,1,1,Other,,,,Customer Service,0,12
16833,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Events Services,Marketing,0,12
16834,0,1,1,,,High School or equivalent,,Customer Service,0,12
16835,0,1,1,,,,,Customer Service,0,11
16836,0,0,0,Full-time,Not Applicable,Unspecified,Food Production,Manufacturing,0,16
16837,0,1,0,Full-time,,,,Customer Service,0,17
16838,0,0,0,Full-time,Associate,Associate Degree,Marketing and Advertising,Sales,0,9
16839,0,0,0,Full-time,Entry level,Associate Degree,Marketing and Advertising,Art/Creative,0,6
16840,0,0,0,Full-time,Associate,Associate Degree,Marketing and Advertising,Customer Service,0,10
16841,0,1,0,,,,,Customer Service,0,16
16842,0,1,0,Full-time,,,Education Management,,0,1
16843,0,1,0,Full-time,Associate,Bachelor's Degree,,Human Resources,0,5
16844,0,1,1,Full-time,Associate,Bachelor's Degree,Transportation/Trucking/Railroad,Information Technology,0,7
16845,0,0,0,,,,,,0,17
16846,0,1,1,,Mid-Senior level,,,,0,7
16847,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Engineering,1,10
16848,0,1,1,,Entry level,,,,0,8
16849,0,1,1,Full-time,,High School or equivalent,Real Estate,,0,6
16850,0,1,1,Full-time,Entry level,,Staffing and Recruiting,,0,17
16851,0,0,1,Contract,Entry level,Unspecified,Veterinary,Other,0,11
16852,0,1,0,,,,,Marketing,0,15
16853,0,0,0,Contract,Mid-Senior level,,Insurance,Information Technology,0,8
16854,0,1,1,Full-time,,,,Customer Service,0,14
16855,0,1,1,,,,,,0,2
16856,0,0,1,,,,,,0,8
16857,0,0,0,Full-time,Entry level,,Internet,Marketing,0,7
16858,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Information Technology,0,7
16859,0,1,0,,,,,,1,11
16860,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Engineering,1,10
16861,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Accounting/Auditing,1,6
16862,0,1,0,,,,,,1,10
16863,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0,8
16864,0,1,1,,,,,,0,14
16865,0,1,1,Full-time,Mid-Senior level,,Computer Software,,0,11
16866,0,1,0,,,,,,0,14
16867,0,0,0,Full-time,,,Financial Services,Administrative,0,9
16868,0,1,0,,,,,,0,3
16869,0,1,1,,,,,,0,13
16870,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,5
16871,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Information Technology,0,7
16872,0,1,1,,,,,,0,13
16873,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,13
16874,0,1,0,,,,,,0,9
16875,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
16876,0,0,0,Contract,,Bachelor's Degree,Computer Software,Information Technology,0,8
16877,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,6
16878,0,1,1,,,,,Sales,0,13
16879,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,8
16880,0,1,0,,,,Consumer Goods,Customer Service,0,17
16881,0,1,0,,,,Consumer Services,Customer Service,0,17
16882,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
16883,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,14
16884,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Engineering,0,9
16885,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Sales,0,12
16886,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,16
16887,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,16
16888,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0,4
16889,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,16
16890,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,16
16891,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,14
16892,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,14
16893,0,1,0,,,,Consumer Services,Customer Service,0,17
16894,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,14
16895,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,16
16896,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,4
16897,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,14
16898,0,1,0,Full-time,,,,,0,13
16899,0,1,0,Full-time,Entry level,,Consumer Services,,0,14
16900,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
16901,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Customer Service,0,9
16902,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
16903,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
16904,0,1,0,Full-time,,,Consumer Services,Customer Service,0,13
16905,0,1,0,Full-time,,,,,0,13
16906,0,1,0,Full-time,,,,,0,13
16907,0,0,0,Contract,,,,,0,11
16908,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,13
16909,0,1,0,Full-time,,,,,0,13
16910,0,1,0,,,,,Marketing,0,15
16911,0,1,0,,,,,,0,14
16912,0,1,0,Full-time,,,,Customer Service,0,17
16913,0,1,1,,,,Consumer Services,Customer Service,0,13
16914,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,,0,14
16915,0,1,1,,Entry level,,Consumer Services,Customer Service,0,13
16916,0,1,1,Full-time,Mid-Senior level,,Accounting,Accounting/Auditing,0,11
16917,0,1,1,,,,,,0,14
16918,0,1,1,,,,,Customer Service,0,14
16919,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0,15
